YearStart,YearEnd,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Age group,Stratification2,ClassID
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,36,36,32.3,39.9,Overall,Hispanic,C02
2017,2017,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,12.9,12.9,10,16.4,50-64 years,Hispanic,C05
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,11.9,11.9,9,15.5,50-64 years,Hispanic,C02
2015,2015,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,17.8,17.8,16.4,19.3,Overall,Overall,C02
2015,2015,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,10.1,10.1,8.5,12,50-64 years,"White, non-Hispanic",C05
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,17.3,17.3,11.2,25.7,50-64 years,Native Am/Alaskan Native,C02
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,12.4,12.4,11,13.9,Overall,Female,C05
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,9.7,9.7,8.1,11.5,65 years or older,Female,C05
2017,2017,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,95.4,95.4,92,97.4,65 years or older,Hispanic,C01
2017,2017,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,13.4,13.4,9.2,19.1,Overall,"Black, non-Hispanic",C05
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,8.4,8.4,7.3,9.8,65 years or older,Overall,C05
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,10.6,10.6,8,13.9,50-64 years,Male,C05
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,8.9,8.9,7.3,10.9,Overall,Male,C05
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,14.3,14.3,10.5,19.2,Overall,Hispanic,C05
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,32.5,32.5,31.3,33.7,Overall,Overall,C02
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,16.2,16.2,14.7,17.9,50-64 years,"White, non-Hispanic",C02
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,9.3,9.3,5.8,14.5,65 years or older,Hispanic,C02
2015,2015,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,24.6,24.6,22.9,26.3,Overall,"White, non-Hispanic",C02
2017,2017,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,12.9,12.9,11.7,14.2,50-64 years,Overall,C05
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,31.3,31.3,24.7,38.7,Overall,"Black, non-Hispanic",C02
2015,2015,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,18.9,18.9,16.8,21.2,50-64 years,Overall,C02
2017,2017,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,87.8,87.8,76.9,94,50-64 years,"Black, non-Hispanic",C01
2015,2015,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,18.1,18.1,16,20.5,65 years or older,Female,C02
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,,,,65 years or older,"Black, non-Hispanic",C05
2015,2015,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,,,,Overall,Asian/Pacific Islander,C05
2017,2017,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,7.7,7.7,5.2,11.5,65 years or older,Hispanic,C05
2015,2015,Arizona,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,30,30,28.3,31.7,Overall,Overall,C02
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,,,,Overall,Asian/Pacific Islander,C05
2015,2015,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,22.8,22.8,12.1,38.6,Overall,"Black, non-Hispanic",C05
2016,2016,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,15.5,15.5,10.1,23.1,Overall,Native Am/Alaskan Native,C05
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,10.1,10.1,5.6,17.6,50-64 years,"Black, non-Hispanic",C04
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,13.2,13.2,12.1,14.3,65 years or older,Overall,C02
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,15.7,15.7,14.4,17.1,50-64 years,Overall,C02
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,35.4,35.4,33,37.9,50-64 years,Female,C02
2017,2017,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,89.3,89.3,85.7,92.1,Overall,Hispanic,C01
2015,2015,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,76.9,76.9,73,80.3,50-64 years,Overall,C01
2016,2016,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,62.1,62.1,53.9,69.7,65 years or older,Hispanic,C01
2016,2016,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",44.1,44.1,38.8,49.6,50-64 years,Female,C03
2016,2016,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",42.3,42.3,35.9,49,50-64 years,Male,C03
2017,2017,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,14.9,14.9,9.4,22.7,50-64 years,"Black, non-Hispanic",C05
2015,2015,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,,,,Overall,Native Am/Alaskan Native,C03
2017,2017,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",46.9,46.9,42.7,51.2,50-64 years,Female,C03
2016,2016,Arizona,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,,,,50-64 years,Asian/Pacific Islander,C01
2016,2016,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,81.4,81.4,78.6,83.9,50-64 years,Female,C01
2016,2016,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,,,,65 years or older,Asian/Pacific Islander,C01
2017,2017,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,85.7,85.7,83.9,87.4,Overall,Male,C01
2016,2016,Arizona,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,11.4,11.4,10,13.1,50-64 years,Overall,C01
2015,2015,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,74,74,69.3,78.1,50-64 years,"White, non-Hispanic",C01
2015,2015,Arizona,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,14.3,14.3,11.9,17.1,65 years or older,Male,C02
2017,2017,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,72.7,72.7,60.3,82.4,50-64 years,Native Am/Alaskan Native,C01
2017,2017,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",61,61,51.6,69.7,Overall,"Black, non-Hispanic",C03
2015,2015,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",58.7,58.7,50.1,66.9,65 years or older,Hispanic,C03
2017,2017,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,79.6,79.6,76.3,82.5,50-64 years,Male,C01
2016,2016,Arizona,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,13.7,13.7,11.6,16.1,50-64 years,Female,C01
2015,2015,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",29.1,29.1,20.3,39.9,50-64 years,Hispanic,C03
2017,2017,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",53.5,53.5,48.3,58.6,Overall,Hispanic,C03
2017,2017,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,92.6,92.6,91.2,93.9,65 years or older,Female,C01
2015,2015,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,,,,65 years or older,Native Am/Alaskan Native,C01
2016,2016,Arizona,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,16.4,16.4,9.9,26,50-64 years,Native Am/Alaskan Native,C01
2017,2017,Arizona,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,,,,Overall,Asian/Pacific Islander,C05
2016,2016,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,78.2,78.2,64,87.8,50-64 years,"Black, non-Hispanic",C01
2015,2015,Arizona,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,90.9,90.9,88.9,92.5,65 years or older,"White, non-Hispanic",C01
2016,2016,Arizona,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,12.4,12.4,11,13.9,65 years or older,"White, non-Hispanic",C01
